Accession,Biosample,Kept,type,Nreads,NEWEVAL,X..contigs.....1000.bp.,X..contigs.....5000.bp.,X..contigs.....10000.bp.,X..contigs.....25000.bp.,X..contigs.....50000.bp.,Total.length.....0.bp.,Total.length.....1000.bp.,Total.length.....5000.bp.,Total.length.....10000.bp.,Total.length.....25000.bp.,Total.length.....50000.bp.,X..contigs,Largest.contig,N50.x,N75,L50,L75,X..N.s.per.100.kbp,X..predicted.genes.....0.bp.,X..predicted.genes.....300.bp.,X..predicted.genes.....1500.bp.,X..predicted.genes.....3000.bp.,X..total.reads,X..left,X..right,Mapped....,Properly.paired....,Avg..coverage.depth,Coverage....1x....,species,species_match,contig_count,N50.y,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,GC,contigs,Genes,TotalLength,geneshet,Min,Q1,Median,Mean,Q3,Max,NAs,MashMedianrounded,type2
GCF_009834285.1,SAMN09988182,Yes,NCBI,NA,NA,4,4,4,4,4,5903938,5903938,5903938,5903938,5903938,5903938,4,5503278,5503278,5503278,1,1,0,5172 + 1 part,4716 + 1 part,726 + 0 part,72 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5503278,5503278,5903938,no,-,ST11,4,2,9,10,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1 (truncated),44,rmpA2_3-47%,wzi64,KL64,-,High,99.91%,KL64_16_wcaJ,O2v1,O2,none,Very high,98.65%,,rmtB,-,fosA3,qnrS1,-,-,-,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65,-,KPC-2,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,5-54%,3,2,iroN_1*-0%,56.94,4,5118,5903938,NA,0.000532603,0.006248,0.0112201,0.00979853162401276,0.0124,0.0199514,1,0.0112,BD
GCF_009856585.1,SAMN13671318,Yes,NCBI,NA,NA,5,5,5,4,4,5978162,5978162,5978162,5978162,5966161,5966161,5,5517016,5517016,5517016,1,1,0,5241 + 2 part,4764 + 2 part,732 + 0 part,70 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5517016,5517016,5978162,no,-,ST11,4,2,10,12,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,rmtB,-,fosA3,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,aadA3?-74%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,56.92,5,5176,5978162,NA,4.76906e-05,0.00614558,0.01128645,0.00978059698417375,0.0124467,0.0196919,1,0.0113,BD
GCF_009906875.1,SAMN13743062,Yes,NCBI,NA,NA,1,1,1,1,1,5439711,5439711,5439711,5439711,5439711,5439711,1,5439711,5439711,5439711,1,1,0,4761 + 0 part,4358 + 0 part,679 + 0 part,63 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,1,5439711,5439711,5439711,no,-,ST11,1,0,1,0,ybt 9; ICEKp3,503-1LV,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.40%,,OL101,OL101,-,High,94.98%,OL101_09_glycosylhydrolase,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65*,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.37,1,4725,5439711,NA,9.55247e-05,0.00473708,0.0101041,0.0086363200110647,0.0112643,0.0196919,1,0.0101,BD
GCF_009906895.1,SAMN13742796,Yes,NCBI,NA,NA,1,1,1,1,1,5415677,5415677,5415677,5415677,5415677,5415677,1,5415677,5415677,5415677,1,1,0,4738 + 0 part,4345 + 0 part,674 + 0 part,60 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,1,5415677,5415677,5415677,no,-,ST11,1,0,1,0,ybt 9; ICEKp3,503-1LV,-,0,-,0,-,0,-,0,-,wzi209,KL47,none,Very high,99.40%,,OL101,OL101,-,High,94.98%,"OL101_05_wbbL,OL101_09_glycosylhydrolase",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5*,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.4,1,4707,5415677,NA,9.55247e-05,0.00480022,0.0100623,0.00860551115489824,0.0111761,0.0196275,1,0.0101,BD
GCF_009914235.1,SAMN11602135,Yes,NCBI,NA,NA,4,4,4,3,3,5754454,5754454,5754454,5754454,5744394,5744394,4,5444919,5444919,5444919,1,1,0,5055 + 1 part,4602 + 1 part,718 + 0 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5444919,5444919,5754454,no,-,ST11,1,2,6,7,ybt 9; ICEKp3,503-1LV,-,0,-,0,-,0,-,0,-,wzi209,KL47,+,Good,99.38%,,OL101,OL101,-,High,94.95%,OL101_09_glycosylhydrolase,aadA2;rmtB,-,-,-,-,-,-,-,sul2,-,-,-,TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,222*,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.15,4,5015,5754454,NA,0.000336872,0.004991,0.0106116,0.00902093323071081,0.0117112,0.0190552,1,0.0106,BD
GCF_009914255.1,SAMN11634268,Yes,NCBI,NA,NA,1,1,1,1,1,5441138,5441138,5441138,5441138,5441138,5441138,1,5441138,5441138,5441138,1,1,0,4735 + 1 part,4349 + 1 part,682 + 0 part,69 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,1,5441138,5441138,5441138,no,-,ST11,1,0,5,7,ybt 10; ICEKp4,26,-,0,-,0,-,0,-,0,-,wzi75,KL105,none,Very high,99.99%,,O2v2,O2,none,Very high,98.45%,,aac(3)-IV^;aadA2^;aph(4)-Ia,-,-,-,-,-,floR.v1*,-,sul1;sul2,-,-,dfrA12,-,-,-,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,35,33,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.33,1,4702,5441138,NA,0.000434439,0.00461146,0.00993767,0.0085877887724028,0.0112201,0.0195632,1,0.0099,BD
GCF_010183645.1,SAMN11479264,Yes,NCBI,NA,NA,5,5,5,4,4,5919068,5919068,5919068,5919068,5907098,5907098,5,5494793,5494793,5494793,1,1,0,5201 + 1 part,4732 + 1 part,736 + 0 part,70 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5494793,5494793,5919068,no,-,ST11,1,2,8,12,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aadA2;aadA2^;aph3-Ia.v1^;rmtB,-,-,-,-,mphA,-,-,sul1,-,-,dfrA12,TEM-1D.v1^,-,CTX-M-65;SHV-12^,-,KPC-2;NDM-1,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.01,5,5132,5919068,NA,0.000458924,0.00524853,0.0107836,0.00925741813342953,0.0119383,0.0193714,1,0.0108,BD
GCF_010183685.1,SAMN11479262,Yes,NCBI,NA,NA,4,4,4,3,3,5835135,5835135,5835135,5835135,5823165,5823165,4,5588118,5588118,5588118,1,1,0,5128 + 0 part,4664 + 0 part,716 + 0 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5588118,5588118,5835135,no,-,ST11,1,2,11,21,ybt 9; ICEKp3,503-1LV,-,0,-,0,-,0,-,0,-,wzi209,KL47,-,High,99.41%,KL47_07_wcaJ,OL101,OL101,-,High,94.97%,OL101_09_glycosylhydrolase,aac(3)-IId^;aadA2;aph3-Ia.v1^;rmtB,-,fosA3,qnrS1;qnrS1;qnrS1,-,mphA,catII.2*,-,sul1,tet(A).v1,-,dfrA1.v1;dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12;SHV-12,-,KPC-2;NDM-1,-,238S;238S;240K;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,97,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.03,4,5051,5835135,NA,0.000780658,0.00580821,0.0110882,0.00960384049293742,0.0122604,0.0194352,1,0.0111,BD
GCF_010450855.1,SAMN13978114,Yes,NCBI,NA,NA,1,1,1,1,1,5547989,5547989,5547989,5547989,5547989,5547989,1,5547989,5547989,5547989,1,1,0,4820 + 0 part,4416 + 0 part,691 + 0 part,65 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,1,5547989,5547989,5547989,no,-,ST11,1,0,2,1,ybt 9; ICEKp3,503-1LV,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,99.90%,,O2v1,O2,none,Very high,98.65%,,aadA2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.29,1,4748,5547989,NA,0.00060662,0.004991,0.010314,0.00885592667998177,0.0114419,0.0195632,1,0.0103,BD
GCF_011022255.1,SAMN14132403,Yes,NCBI,NA,NA,1,1,1,1,1,5518817,5518817,5518817,5518817,5518817,5518817,1,5518817,5518817,5518817,1,1,0,4820 + 0 part,4409 + 0 part,684 + 0 part,64 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,1,5518817,5518817,5518817,no,-,ST11,1,0,2,1,ybt 9; ICEKp3,503,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,aadA2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1,35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.3,1,4768,5518817,NA,0.000532603,0.00508714,0.010314,0.0088780998152339,0.0114419,0.0196919,1,0.0103,BD
GCF_011066505.1,SAMN10353651,Yes,NCBI,NA,NA,4,4,3,2,2,5743792,5743792,5743792,5738196,5728136,5728136,4,5598884,5598884,5598884,1,1,0,5045 + 0 part,4594 + 0 part,709 + 0 part,69 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,4,5598884,5598884,5743792,no,-,ST11,4,2,8,9,ybt 9; ICEKp3,503,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi209,KL47,*,Very high,99.41%,,OL101,OL101,-,High,94.97%,OL101_09_glycosylhydrolase,aadA2;rmtB,-,fosA3,-,-,mphE.v2,catII.2*,-,-,-,-,-,TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,sul1*?-67%,ST11,3,3,1,1,1,1,4,140,11,6,5,1,60,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,-,-,-,-,57.12,4,4989,5743792,NA,2.38274e-05,0.00534606,0.0107836,0.00919530683068044,0.0117564,0.0194352,1,0.0108,BD
GCF_011106605.1,SAMN11246289,Yes,NCBI,NA,NA,5,4,4,4,4,5778064,5778064,5773126,5773126,5773126,5773126,5,5382657,5382657,5382657,1,1,0,5070 + 2 part,4630 + 1 part,722 + 0 part,69 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5382657,5382657,5778064,no,-,ST11,1,2,9,14,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Very high,100.00%,,O2v1,O2,-,High,98.63%,O1/O2v1_06_wbbO,aac(3)-IId^;aadA2^;rmtB;strA.v1^;strB.v1,-,-,qnrB4,-,-,-,-,sul2,tet(G).v1,-,dfrA12,DHA-1;TEM-1D.v1^,TEM-30*,CTX-M-14,-,OXA-48,SHV-11.v1,35Q,OmpK35-70%,-,GyrA-83I;ParC-80I,erm(42)*-31%,floR.v2*?;sul1?-63%,ST11,3,3,1,1,1,1,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.89,5,5044,5778064,NA,0,0.00564181,0.0113086,0.00979265611664642,0.0124,0.0202797,1,0.0113,BD
GCF_011106775.1,SAMN11246288,Yes,NCBI,NA,NA,5,4,4,4,4,5777370,5777370,5772432,5772432,5772432,5772432,5,5381963,5381963,5381963,1,1,0,5068 + 2 part,4630 + 1 part,721 + 0 part,69 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5381963,5381963,5777370,no,-,ST11,1,2,9,14,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Perfect,100.00%,,O2v1,O2,-,High,98.63%,O1/O2v1_06_wbbO,aac(3)-IId^;aadA2^;rmtB;strA.v1^;strB.v1,-,-,qnrB4,-,-,-,-,sul2,tet(G).v1,-,dfrA12,DHA-1;TEM-1D.v1^,TEM-30*,CTX-M-14,-,OXA-48,SHV-11.v1,35Q,OmpK35-70%,-,GyrA-83I;ParC-80I,erm(42)*-31%,floR.v2*?;sul1?-63%,ST11,3,3,1,1,1,1,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.89,5,5043,5777370,NA,0,0.00564181,0.0113086,0.00979265611664642,0.0124,0.0202797,1,0.0113,BD
GCF_011106795.1,SAMN11246290,Yes,NCBI,NA,NA,2,2,2,2,2,5556926,5556926,5556926,5556926,5556926,5556926,2,5405706,5405706,5405706,1,1,0,4879 + 0 part,4468 + 0 part,694 + 0 part,65 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,2,5405706,5405706,5556926,no,-,ST11,1,2,5,5,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Perfect,100.00%,,O2v1,O2,none,Very high,98.64%,,strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,-,TEM-1D.v1^,-,-,-,OXA-48,SHV-11.v1,35Q,OmpK35-70%,-,GyrA-83I;ParC-80I,erm(42)*-31%,-,ST11,3,3,1,1,1,1,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.1,2,4853,5556926,NA,0.00060662,0.0055427,0.0108702,0.00950242420246051,0.0120298,0.0196275,1,0.0109,BD
GCF_011129215.1,SAMN11246291,Yes,NCBI,NA,NA,5,4,4,4,4,5826480,5826480,5821542,5821542,5821542,5821542,5,5405359,5405359,5405359,1,1,0,5105 + 4 part,4659 + 3 part,726 + 0 part,72 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5405359,5405359,5826480,no,-,ST11,1,3,8,9,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi64,KL64,none,Perfect,100.00%,,O2v1,O2,none,Very high,98.64%,,strA.v1^;strB.v1,-,-,qnrB4,-,-,catA1*,-,sul2,-,-,-,DHA-1;TEM-1D.v1^,-,CTX-M-14,-,OXA-48,SHV-11.v1,35Q,OmpK35-70%,MgrB-0%,GyrA-83I;ParC-80I,erm(42)*-31%,-,ST11,3,3,1,1,1,1,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.79,5,5079,5826480,NA,0.00108342,0.00564181,0.0113086,0.00984539532275213,0.0124467,0.0200167,1,0.0113,BD
GCF_011752495.1,SAMN11445562,Yes,NCBI,NA,NA,3,3,3,3,3,5924069,5924069,5924069,5924069,5924069,5924069,3,5439115,5439115,5439115,1,1,0,5136 + 0 part,4693 + 0 part,741 + 0 part,76 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,3,5439115,5439115,5924069,no,-,ST11,4,1,8,13,ybt 9; ICEKp3,178-1LV,-,0,iuc 1,78,-,0,-,0,rmpA2_8*,wzi64,KL64,none,Very high,100.00%,,O2v1,O2,none,Very high,98.64%,,aac(3)-IId^;aadA2^;armA,-,-,qnrB4,-,mphE.v2;msrE,catA1^,-,sul1;sul1,-,-,dfrA12,DHA-1;TEM-1D.v1^,-,CTX-M-3,-,-,SHV-11.v1^;SHV-11.v1^,35Q;35Q,OmpK35-17%,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,5,11,6,5,1,16,15*,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,34,1,1,-,-,-,-,-,-,-,-,56.72,3,5090,5924069,NA,0.0026025,0.00570819,0.0110444,0.00964247501518834,0.0121679,0.0191181,1,11,BD
GCF_011769805.1,SAMN14421540,Yes,NCBI,NA,NA,5,5,5,5,5,5788588,5788588,5788588,5788588,5788588,5788588,5,5339674,5339674,5339674,1,1,0,5110 + 0 part,4659 + 0 part,717 + 0 part,72 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,5,5339674,5339674,5788588,no,-,ST11,0,2,6,14,-,0,-,0,-,0,-,0,-,0,-,wzi24,KL24,-,High,99.99%,KL24_13_wcuG,O2v1,O2,none,Very high,98.52%,,aac(3)-IIa.v1^;aac(6')-Ib;aac(6')-Ib;rmtF;rmtF,-,-,qnrS1,-,ermB.v1*;mphA*?,-,arr-2;arr-2,-,-,-,-,-,-,CTX-M-15;CTX-M-15,-,NDM-1;OXA-181,SHV-11.v1,35Q,OmpK35-40%,-,GyrA-83F;GyrA-87A;ParC-80I,-,TEM-117?-0%,ST11,3,3,1,1,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.07,5,5033,5788588,NA,0.00173271,0.0055427,0.0111321,0.00959095376291009,0.0121679,0.0195632,1,0.0111,BD
GCF_013303005.1,SAMN15010222,Yes,NCBI,NA,NA,9,7,6,6,5,5630899,5630899,5623177,5617925,5617925,5586160,9,5230931,5230931,5230931,1,1,0,4928 + 3 part,4513 + 3 part,703 + 2 part,71 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,9,5230931,5230931,5630899,no,-,ST11,1,2,9,13,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi50,KL15,none,Very high,99.95%,,O4,O4,none,Very high,99.65%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^,-,-,qnrS1,-,mphA,CatB4.v1,-,sul1,-,-,dfrA12,LAP-2;OXA-1,-,CTX-M-15,-,KPC-2,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.16,9,4884,5630899,NA,0.000557238,0.00515153,0.0102718,0.0090036765196689,0.0115313,0.0187432,1,0.0103,BD
GCF_013348885.1,SAMN15186440,Yes,NCBI,NA,NA,6,6,5,4,4,5883119,5883119,5883119,5877523,5865553,5865553,6,5449609,5449609,5449609,1,1,0,5169 + 1 part,4706 + 1 part,726 + 0 part,68 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5449609,5449609,5883119,no,-,ST11,4,2,9,11,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.02,6,5104,5883119,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
GCF_013348905.1,SAMN15186447,Yes,NCBI,NA,NA,6,6,5,4,4,5882345,5882345,5882345,5876749,5864779,5864779,6,5449011,5449011,5449011,1,1,0,5165 + 3 part,4704 + 3 part,723 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5449011,5449011,5882345,no,-,ST11,4,2,9,11,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,rmtB,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2;TEM-1D.v1^,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.02,6,5102,5882345,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
GCF_013348925.1,SAMN15186441,Yes,NCBI,NA,NA,6,6,5,4,4,5871874,5871874,5871874,5866278,5854308,5854308,6,5449012,5449012,5449012,1,1,0,5155 + 0 part,4695 + 0 part,725 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5449012,5449012,5871874,no,-,ST11,4,2,8,9,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,-,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1^,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.04,6,5094,5871874,NA,2.38274e-05,0.00607761,0.0112201,0.00971368635659933,0.0123533,0.0195632,1,0.0112,BD
GCF_013348945.1,SAMN15186445,Yes,NCBI,NA,NA,6,6,5,4,4,5871563,5871563,5871563,5865967,5853997,5853997,6,5448829,5448829,5448829,1,1,0,5157 + 2 part,4696 + 2 part,724 + 0 part,67 + 0 part,NA,NA,NA,NA,NA,NA,NA,Klebsiella pneumoniae,strong,6,5448829,5448829,5871563,no,-,ST11,4,2,8,9,ybt 9; ICEKp3,503-1LV,-,0,iuc 1,1,-,0,rmp 1; KpVP-1,40,rmpA2_3-47%,wzi64,KL64,none,Very high,99.91%,,O2v1,O2,none,Very high,98.65%,,-,-,-,qnrS1,-,-,catII.2*,-,sul2,tet(A).v1,-,dfrA14.v2*,LAP-2,-,CTX-M-65;SHV-12,-,KPC-2,SHV-11.v1,238S;240K;35Q;35Q,OmpK35-17%;OmpK36GD,-,GyrA-83I;GyrA-87G;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,140,11,6,5,1,305,65,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,2,3,2,iroN_1*-0%,57.04,6,5098,5871563,NA,0,0.00607761,0.0111761,0.00968789735366798,0.0123533,0.0195632,1,0.0112,BD
